year,month,energy_source,generation_gwh,temperature_anomaly_c
1902,6,biomass,2100.0,-0.235
1902,6,coal,7560.0,-0.441
1902,6,gas,186.667,-0.249
1902,6,oil,735.0,0.115
1902,7,hydro,4944.967,-0.317
1902,7,wind,0.0,-0.006
1902,7,solar,0.0,-0.203
1902,7,biomass,2100.0,-0.222
1902,7,coal,5188.155,0.098
1902,7,gas,128.103,0.121
1902,7,oil,504.404,-0.143
1902,8,hydro,3975.0,-0.045
1902,8,wind,0.0,-0.383
1902,8,solar,0.0,-0.298
1902,8,biomass,2100.0,0.105
1902,8,coal,4320.0,-0.128
1902,8,gas,106.667,-0.151
1902,8,oil,420.0,-0.027
1902,9,hydro,2650.0,-0.442
1902,9,wind,0.0,-0.125
1902,9,solar,0.0,-0.174
1902,9,biomass,2100.0,0.036
1902,9,coal,5188.155,-0.382
1902,9,gas,128.103,0.1
1902,9,oil,504.404,-0.428
1902,10,hydro,1325.0,-0.365
1902,10,wind,0.0,-0.119
1902,10,solar,0.0,-0.071
1902,10,biomass,2100.0,-0.335
1902,10,coal,7560.0,-0.404
1902,10,gas,186.667,0.058
1902,10,oil,735.0,-0.328
1902,11,hydro,355.033,-0.119
1902,11,wind,0.0,-0.104
1902,11,solar,0.0,-0.224
1902,11,biomass,2100.0,-0.126
1902,11,coal,10800.0,-0.162
1902,11,gas,266.667,0.085
1902,11,oil,1050.0,-0.353
1902,12,hydro,0.0,-0.046
1902,12,wind,0.0,-0.333
1902,12,solar,0.0,-0.239
1902,12,biomass,2100.0,-0.073
1902,12,coal,14040.0,-0.296
1902,12,gas,346.667,-0.286
1902,12,oil,1365.0,-0.025
1903,1,hydro,365.081,-0.42
1903,1,wind,0.0,-0.189
1903,1,solar,0.0,0.135
1903,1,biomass,2150.0,0.134
1903,1,coal,17019.691,-0.42
1903,1,gas,417.894,-0.336
1903,1,oil,1633.586,-0.305
1903,2,hydro,1362.5,0.096
1903,2,wind,0.0,0.065
1903,2,solar,0.0,0.064
1903,2,biomass,2150.0,-0.242
1903,2,coal,17920.0,-0.369
1903,2,gas,440.0,0.036
1903,2,oil,1720.0,-0.042
1903,3,hydro,2725.0,-0.097
1903,3,wind,0.0,0.128
1903,3,solar,0.0,-0.072
1903,3,biomass,2150.0,-0.459
1903,3,coal,17019.691,0.026
1903,3,gas,417.894,-0.284
1903,3,oil,1633.586,-0.066
1903,4,hydro,4087.5,0.099
1903,4,wind,0.0,-0.383
1903,4,solar,0.0,-0.395
1903,4,biomass,2150.0,-0.4
1903,4,coal,14560.0,-0.132
1903,4,gas,357.5,-0.301
1903,4,oil,1397.5,-0.101
1903,5,hydro,5084.919,-0.033
1903,5,wind,0.0,-0.342
1903,5,solar,0.0,-0.083
1903,5,biomass,2150.0,-0.306
1903,5,coal,11200.0,-0.171
1903,5,gas,275.0,0.079
1903,5,oil,1075.0,0.044
1903,6,hydro,5450.0,-0.409
1903,6,wind,0.0,-0.21
1903,6,solar,0.0,-0.298
1903,6,biomass,2150.0,-0.462
1903,6,coal,7840.0,-0.001
1903,6,gas,192.5,-0.082
1903,6,oil,752.5,-0.307
1903,7,hydro,5084.919,-0.019
1903,7,wind,0.0,-0.133
1903,7,solar,0.0,-0.207
1903,7,biomass,2150.0,-0.458
1903,7,coal,5380.309,-0.419
1903,7,gas,132.106,0.066
1903,7,oil,516.414,0.078
1903,8,hydro,4087.5,-0.137
1903,8,wind,0.0,0.037
1903,8,solar,0.0,-0.114
1903,8,biomass,2150.0,-0.375
1903,8,coal,4480.0,-0.388
1903,8,gas,110.0,-0.279
1903,8,oil,430.0,0.075
1903,9,hydro,2725.0,0.014
1903,9,wind,0.0,0.052
1903,9,solar,0.0,0.075
1903,9,biomass,2150.0,-0.338
1903,9,coal,5380.309,-0.314
1903,9,gas,132.106,-0.402
1903,9,oil,516.414,0.004
1903,10,hydro,1362.5,0.066
1903,10,wind,0.0,-0.22
1903,10,solar,0.0,-0.092
1903,10,biomass,2150.0,-0.371
1903,10,coal,7840.0,0.094
1903,10,gas,192.5,0.055
1903,10,oil,752.5,0.122
1903,11,hydro,365.081,0.022
1903,11,wind,0.0,0.065
1903,11,solar,0.0,-0.449
1903,11,biomass,2150.0,-0.022
1903,11,coal,11200.0,-0.265
1903,11,gas,275.0,0.094
1903,11,oil,1075.0,0.017
1903,12,hydro,0.0,0.054
1903,12,wind,0.0,0.022
1903,12,solar,0.0,-0.304
1903,12,biomass,2150.0,0.008
1903,12,coal,14560.0,-0.399
1903,12,gas,357.5,0.059
1903,12,oil,1397.5,0.051
1904,1,hydro,375.129,-0.319
1904,1,wind,0.0,0.038
1904,1,solar,0.0,-0.176
1904,1,biomass,2200.0,-0.269
1904,1,coal,17627.537,0.025
1904,1,gas,430.558,-0.315
1904,1,oil,1671.577,-0.438
1904,2,hydro,1400.0,-0.336
1904,2,wind,0.0,-0.255
1904,2,solar,0.0,0.067
1904,2,biomass,2200.0,0.128
1904,2,coal,18560.0,-0.285
1904,2,gas,453.333,-0.067
1904,2,oil,1760.0,-0.212
1904,3,hydro,2800.0,0.137
1904,3,wind,0.0,-0.13
1904,3,solar,0.0,0.112
1904,3,biomass,2200.0,-0.383
1904,3,coal,17627.537,0.13
1904,3,gas,430.558,-0.345
1904,3,oil,1671.577,0.126
1904,4,hydro,4200.0,-0.293
1904,4,wind,0.0,-0.387
1904,4,solar,0.0,-0.191
1904,4,biomass,2200.0,-0.015
1904,4,coal,15080.0,-0.264
1904,4,gas,368.333,-0.088
1904,4,oil,1430.0,-0.145
1904,5,hydro,5224.871,-0.221
1904,5,wind,0.0,-0.106
1904,5,solar,0.0,-0.299
1904,5,biomass,2200.0,-0.027
1904,5,coal,11600.0,-0.451
1904,5,gas,283.333,0.103
1904,5,oil,1100.0,-0.129
1904,6,hydro,5600.0,-0.02
1904,6,wind,0.0,-0.007
1904,6,solar,0.0,-0.05
1904,6,biomass,2200.0,-0.233
1904,6,coal,8120.0,-0.41
1904,6,gas,198.333,-0.053
1904,6,oil,770.0,-0.254
1904,7,hydro,5224.871,-0.264
1904,7,wind,0.0,0.057
1904,7,solar,0.0,-0.02
1904,7,biomass,2200.0,-0.272
1904,7,coal,5572.463,-0.266
1904,7,gas,136.109,-0.207
1904,7,oil,528.423,-0.211
1904,8,hydro,4200.0,-0.275
1904,8,wind,0.0,-0.376
1904,8,solar,0.0,-0.2
1904,8,biomass,2200.0,0.112
1904,8,coal,4640.0,-0.046
1904,8,gas,113.333,0.09
1904,8,oil,440.0,-0.083
1904,9,hydro,2800.0,-0.271
1904,9,wind,0.0,-0.123
1904,9,solar,0.0,-0.452
1904,9,biomass,2200.0,-0.28
1904,9,coal,5572.463,-0.194
1904,9,gas,136.109,-0.104
1904,9,oil,528.423,-0.059
1904,10,hydro,1400.0,-0.173
1904,10,wind,0.0,-0.187
1904,10,solar,0.0,-0.324
1904,10,biomass,2200.0,-0.168
1904,10,coal,8120.0,0.089
1904,10,gas,198.333,0.026
1904,10,oil,770.0,-0.35
1904,11,hydro,375.129,-0.401
1904,11,wind,0.0,-0.143
1904,11,solar,0.0,-0.072
1904,11,biomass,2200.0,-0.251
1904,11,coal,11600.0,0.039
1904,11,gas,283.333,-0.001
1904,11,oil,1100.0,-0.048
1904,12,hydro,0.0,-0.317
1904,12,wind,0.0,-0.333
1904,12,solar,0.0,-0.437
1904,12,biomass,2200.0,-0.305
1904,12,coal,15080.0,-0.167
1904,12,gas,368.333,0.058
1904,12,oil,1430.0,-0.408
1905,1,hydro,385.177,-0.191
1905,1,wind,0.0,-0.062
1905,1,solar,0.0,-0.323
1905,1,biomass,2250.0,-0.022
1905,1,coal,18235.383,-0.143
1905,1,gas,443.221,-0.294
1905,1,oil,1709.567,-0.046
1905,2,hydro,1437.5,-0.437
1905,2,wind,0.0,0.011
1905,2,solar,0.0,0.022
1905,2,biomass,2250.0,-0.376
1905,2,coal,19200.0,-0.185
1905,2,gas,466.667,-0.334
1905,2,oil,1800.0,0.135
1905,3,hydro,2875.0,-0.129
1905,3,wind,0.0,-0.41
1905,3,solar,0.0,-0.29
1905,3,biomass,2250.0,0.069
1905,3,coal,18235.383,-0.166
1905,3,gas,443.221,0.041
1905,3,oil,1709.567,-0.039
1905,4,hydro,4312.5,0.153
1905,4,wind,0.0,-0.083
1905,4,solar,0.0,0.13
1905,4,biomass,2250.0,0.095
1905,4,coal,15600.0,-0.072
1905,4,gas,379.167,-0.008
1905,4,oil,1462.5,-0.137
1905,5,hydro,5364.823,0.058
1905,5,wind,0.0,-0.111
1905,5,solar,0.0,0.098
1905,5,biomass,2250.0,0.006
1905,5,coal,12000.0,-0.155
1905,5,gas,291.667,-0.284
1905,5,oil,1125.0,-0.292
1905,6,hydro,5750.0,-0.057
1905,6,wind,0.0,0.019
1905,6,solar,0.0,-0.127
1905,6,biomass,2250.0,-0.064
1905,6,coal,8400.0,-0.275
1905,6,gas,204.167,-0.394
1905,6,oil,787.5,-0.269
1905,7,hydro,5364.823,-0.277
1905,7,wind,0.0,-0.248
1905,7,solar,0.0,-0.116
1905,7,biomass,2250.0,-0.357
1905,7,coal,5764.617,-0.301
1905,7,gas,140.112,-0.024
1905,7,oil,540.433,-0.016
1905,8,hydro,4312.5,-0.401
1905,8,wind,0.0,-0.195
1905,8,solar,0.0,-0.114
1905,8,biomass,2250.0,-0.191
1905,8,coal,4800.0,-0.316
1905,8,gas,116.667,-0.188
1905,8,oil,450.0,0.103
1905,9,hydro,2875.0,-0.09
1905,9,wind,0.0,-0.023
1905,9,solar,0.0,0.074
1905,9,biomass,2250.0,0.019
1905,9,coal,5764.617,-0.212
1905,9,gas,140.112,-0.436
1905,9,oil,540.433,-0.229
1905,10,hydro,1437.5,0.012
1905,10,wind,0.0,0.072
1905,10,solar,0.0,0.132
1905,10,biomass,2250.0,-0.189
1905,10,coal,8400.0,0.009
1905,10,gas,204.167,-0.112
1905,10,oil,787.5,-0.078
1905,11,hydro,385.177,-0.308
1905,11,wind,0.0,-0.308
1905,11,solar,0.0,-0.178
1905,11,biomass,2250.0,-0.423
1905,11,coal,12000.0,-0.238
1905,11,gas,291.667,-0.033
1905,11,oil,1125.0,-0.197
1905,12,hydro,0.0,-0.341
1905,12,wind,0.0,-0.16
1905,12,solar,0.0,-0.363
1905,12,biomass,2250.0,-0.067
1905,12,coal,15600.0,-0.424
1905,12,gas,379.167,-0.204
1905,12,oil,1462.5,-0.101
1906,1,hydro,395.225,-0.412
1906,1,wind,0.0,-0.042
1906,1,solar,0.0,-0.347
1906,1,biomass,2300.0,-0.151
1906,1,coal,18843.229,-0.398
1906,1,gas,455.885,-0.201
1906,1,oil,1747.558,-0.301
1906,2,hydro,1475.0,-0.232
1906,2,wind,0.0,0.029
1906,2,solar,0.0,-0.201
1906,2,biomass,2300.0,0.023
1906,2,coal,19840.0,0.071
1906,2,gas,480.0,-0.277
1906,2,oil,1840.0,-0.379
1906,3,hydro,2950.0,-0.416
1906,3,wind,0.0,-0.104
1906,3,solar,0.0,0.172
1906,3,biomass,2300.0,-0.218
1906,3,coal,18843.229,-0.038
1906,3,gas,455.885,0.041
1906,3,oil,1747.558,-0.037
1906,4,hydro,4425.0,0.025
1906,4,wind,0.0,0.142
1906,4,solar,0.0,-0.308
1906,4,biomass,2300.0,-0.416
1906,4,coal,16120.0,-0.337
1906,4,gas,390.0,-0.352
1906,4,oil,1495.0,-0.026
1906,5,hydro,5504.775,-0.09
1906,5,wind,0.0,-0.297
1906,5,solar,0.0,-0.008
1906,5,biomass,2300.0,0.032
1906,5,coal,12400.0,-0.327
1906,5,gas,300.0,-0.064
1906,5,oil,1150.0,0.021
1906,6,hydro,5900.0,-0.359
1906,6,wind,0.0,0.064
1906,6,solar,0.0,0.151
1906,6,biomass,2300.0,-0.363
1906,6,coal,8680.0,-0.413
1906,6,gas,210.0,-0.241
1906,6,oil,805.0,-0.022
1906,7,hydro,5504.775,0.147
1906,7,wind,0.0,-0.19
1906,7,solar,0.0,0.001
1906,7,biomass,2300.0,-0.382
1906,7,coal,5956.771,-0.014
1906,7,gas,144.115,-0.052
1906,7,oil,552.442,-0.367
1906,8,hydro,4425.0,0.035
1906,8,wind,0.0,0.082
1906,8,solar,0.0,-0.068
1906,8,biomass,2300.0,-0.355
1906,8,coal,4960.0,0.162
1906,8,gas,120.0,0.042
1906,8,oil,460.0,-0.22
1906,9,hydro,2950.0,-0.171
1906,9,wind,0.0,-0.206
1906,9,solar,0.0,-0.124
1906,9,biomass,2300.0,-0.223
1906,9,coal,5956.771,0.082
1906,9,gas,144.115,0.065
1906,9,oil,552.442,-0.365
1906,10,hydro,1475.0,0.148
1906,10,wind,0.0,-0.047
1906,10,solar,0.0,0.069
1906,10,biomass,2300.0,-0.004
1906,10,coal,8680.0,-0.167
1906,10,gas,210.0,0.012
1906,10,oil,805.0,0.151
1906,11,hydro,395.225,-0.266
1906,11,wind,0.0,0.057
1906,11,solar,0.0,-0.105
1906,11,biomass,2300.0,-0.138
1906,11,coal,12400.0,-0.167
1906,11,gas,300.0,0.011
1906,11,oil,1150.0,-0.267
1906,12,hydro,0.0,0.083
1906,12,wind,0.0,0.07
1906,12,solar,0.0,-0.376
1906,12,biomass,2300.0,0.101
1906,12,coal,16120.0,-0.282
1906,12,gas,390.0,-0.149
1906,12,oil,1495.0,-0.062
1907,1,hydro,405.273,-0.189
1907,1,wind,0.0,-0.399
1907,1,solar,0.0,0.095
1907,1,biomass,2350.0,-0.307
1907,1,coal,19451.075,-0.289
1907,1,gas,468.548,0.063
1907,1,oil,1785.548,-0.212
1907,2,hydro,1512.5,0.112
1907,2,wind,0.0,0.005
1907,2,solar,0.0,-0.25
1907,2,biomass,2350.0,-0.41
1907,2,coal,20480.0,0.153
1907,2,gas,493.333,-0.365
1907,2,oil,1880.0,0.016
1907,3,hydro,3025.0,-0.123
1907,3,wind,0.0,0.039
1907,3,solar,0.0,-0.002
1907,3,biomass,2350.0,-0.028
1907,3,coal,19451.075,-0.122
1907,3,gas,468.548,0.06
1907,3,oil,1785.548,-0.36
1907,4,hydro,4537.5,-0.283
1907,4,wind,0.0,-0.001
1907,4,solar,0.0,-0.232
1907,4,biomass,2350.0,-0.067
1907,4,coal,16640.0,-0.132
1907,4,gas,400.833,-0.097
1907,4,oil,1527.5,-0.161
1907,5,hydro,5644.727,0.032
1907,5,wind,0.0,-0.218
1907,5,solar,0.0,0.006
1907,5,biomass,2350.0,-0.253
1907,5,coal,12800.0,-0.265
1907,5,gas,308.333,-0.344
1907,5,oil,1175.0,-0.3
1907,6,hydro,6050.0,-0.344
1907,6,wind,0.0,-0.094
1907,6,solar,0.0,0.041
1907,6,biomass,2350.0,-0.305
1907,6,coal,8960.0,-0.286
1907,6,gas,215.833,-0.125
1907,6,oil,822.5,0.019
1907,7,hydro,5644.727,0.17
1907,7,wind,0.0,-0.101
1907,7,solar,0.0,-0.246
1907,7,biomass,2350.0,-0.356
1907,7,coal,6148.925,-0.3
1907,7,gas,148.119,-0.28
1907,7,oil,564.452,-0.308
1907,8,hydro,4537.5,-0.408
1907,8,wind,0.0,-0.096
1907,8,solar,0.0,-0.251
1907,8,biomass,2350.0,0.169
1907,8,coal,5120.0,-0.084
1907,8,gas,123.333,0.002
1907,8,oil,470.0,-0.34
1907,9,hydro,3025.0,0.105
1907,9,wind,0.0,-0.121
1907,9,solar,0.0,0.108
1907,9,biomass,2350.0,-0.072
1907,9,coal,6148.925,-0.134
1907,9,gas,148.119,-0.152
1907,9,oil,564.452,-0.305
1907,10,hydro,1512.5,-0.385
1907,10,wind,0.0,0.149
1907,10,solar,0.0,-0.129
1907,10,biomass,2350.0,0.077
1907,10,coal,8960.0,-0.176
1907,10,gas,215.833,-0.372
1907,10,oil,822.5,-0.038
1907,11,hydro,405.273,-0.384
1907,11,wind,0.0,-0.326
1907,11,solar,0.0,-0.078
1907,11,biomass,2350.0,-0.234
1907,11,coal,12800.0,0.18
1907,11,gas,308.333,-0.345
1907,11,oil,1175.0,0.043
1907,12,hydro,0.0,-0.052
1907,12,wind,0.0,0.058
1907,12,solar,0.0,-0.281
1907,12,biomass,2350.0,-0.102
1907,12,coal,16640.0,-0.146
1907,12,gas,400.833,-0.15
1907,12,oil,1527.5,0.1
1908,1,hydro,415.321,0.19
1908,1,wind,0.0,-0.221
1908,1,solar,0.0,-0.031
1908,1,biomass,2400.0,-0.038
1908,1,coal,20058.921,0.04
1908,1,gas,481.211,0.165
1908,1,oil,1823.538,-0.279
1908,2,hydro,1550.0,-0.277
1908,2,wind,0.0,-0.008
1908,2,solar,0.0,-0.31
1908,2,biomass,2400.0,-0.3
1908,2,coal,21120.0,-0.359
1908,2,gas,506.667,-0.402
1908,2,oil,1920.0,-0.134
1908,3,hydro,3100.0,-0.048
1908,3,wind,0.0,-0.229
1908,3,solar,0.0,-0.265
1908,3,biomass,2400.0,0.02
1908,3,coal,20058.921,0.018
1908,3,gas,481.211,-0.132
1908,3,oil,1823.538,0.008
1908,4,hydro,4650.0,0.15
1908,4,wind,0.0,0.069
1908,4,solar,0.0,-0.029
1908,4,biomass,2400.0,-0.007
1908,4,coal,17160.0,0.156
1908,4,gas,411.667,-0.149
1908,4,oil,1560.0,-0.077
1908,5,hydro,5784.679,-0.015
1908,5,wind,0.0,0.141
1908,5,solar,0.0,0.092
1908,5,biomass,2400.0,-0.361
1908,5,coal,13200.0,-0.304
1908,5,gas,316.667,-0.219
1908,5,oil,1200.0,0.045
1908,6,hydro,6200.0,-0.062
1908,6,wind,0.0,-0.231
1908,6,solar,0.0,-0.329
1908,6,biomass,2400.0,0.009
1908,6,coal,9240.0,0.016
1908,6,gas,221.667,0.162
1908,6,oil,840.0,-0.104
1908,7,hydro,5784.679,-0.108
1908,7,wind,0.0,-0.356
1908,7,solar,0.0,-0.38
1908,7,biomass,2400.0,-0.145
1908,7,coal,6341.079,-0.211
1908,7,gas,152.122,-0.254
1908,7,oil,576.462,-0.349
1908,8,hydro,4650.0,0.173
1908,8,wind,0.0,0.098
1908,8,solar,0.0,-0.059
1908,8,biomass,2400.0,0.166
1908,8,coal,5280.0,0.196
1908,8,gas,126.667,-0.001
1908,8,oil,480.0,-0.242
1908,9,hydro,3100.0,-0.38
1908,9,wind,0.0,0.05
1908,9,solar,0.0,-0.122
1908,9,biomass,2400.0,-0.013
1908,9,coal,6341.079,0.146
1908,9,gas,152.122,-0.295
1908,9,oil,576.462,-0.053
1908,10,hydro,1550.0,-0.023
1908,10,wind,0.0,-0.109
1908,10,solar,0.0,-0.349
1908,10,biomass,2400.0,-0.195
1908,10,coal,9240.0,-0.204
1908,10,gas,221.667,-0.002
1908,10,oil,840.0,0.111
1908,11,hydro,415.321,-0.206
1908,11,wind,0.0,0.012
1908,11,solar,0.0,-0.231
1908,11,biomass,2400.0,0.163
1908,11,coal,13200.0,0.084
1908,11,gas,316.667,-0.074
1908,11,oil,1200.0,-0.131
1908,12,hydro,0.0,-0.215
1908,12,wind,0.0,-0.21
1908,12,solar,0.0,0.178
1908,12,biomass,2400.0,-0.161
1908,12,coal,17160.0,-0.095
1908,12,gas,411.667,0.189
1908,12,oil,1560.0,-0.009
1909,1,hydro,425.369,-0.066
1909,1,wind,0.0,-0.144
1909,1,solar,0.0,-0.279
1909,1,biomass,2450.0,-0.175
1909,1,coal,20666.767,0.062
1909,1,gas,493.875,-0.017
1909,1,oil,1861.529,0.064
1909,2,hydro,1587.5,-0.27
1909,2,wind,0.0,-0.062
1909,2,solar,0.0,0.165
1909,2,biomass,2450.0,-0.129
1909,2,coal,21760.0,0.027
1909,2,gas,520.0,-0.319
1909,2,oil,1960.0,0.192
1909,3,hydro,3175.0,-0.027
1909,3,wind,0.0,-0.248
1909,3,solar,0.0,-0.297
1909,3,biomass,2450.0,-0.061
1909,3,coal,20666.767,-0.061
1909,3,gas,493.875,-0.336
1909,3,oil,1861.529,0.203
1909,4,hydro,4762.5,0.156
1909,4,wind,0.0,-0.115
1909,4,solar,0.0,-0.322
1909,4,biomass,2450.0,0.107
1909,4,coal,17680.0,-0.093
1909,4,gas,422.5,0.038
1909,4,oil,1592.5,-0.087
1909,5,hydro,5924.631,-0.228
1909,5,wind,0.0,0.109
1909,5,solar,0.0,0.196
1909,5,biomass,2450.0,-0.246
1909,5,coal,13600.0,-0.061
1909,5,gas,325.0,-0.162
1909,5,oil,1225.0,0.161
1909,6,hydro,6350.0,-0.087
1909,6,wind,0.0,0.136
1909,6,solar,0.0,0.126
1909,6,biomass,2450.0,-0.226
1909,6,coal,9520.0,0.082
